,Location,PercentBet_ML,Average_Line_ML,PercentBet_Spread,Average_Line_Spread,Average_Odds_Spread,PercentBet_OU,Average_Line_OU,Average_Odds_OU,Pts,Spread,Result,Total,Spread WL,Over/Under WL,MoneyLine WL
1833,home,63.5,-297.0,56.1,-6.33,-107.17,51.8,239.33,-107.5,125,6,W,244,0,1,1
1834,away,43.9,149.4,48.0,3.42,-105.83,54.0,221.67,-108.5,115,-7,L,237,0,1,0
1835,home,56.1,-166.6,52.0,-3.42,-109.17,46.0,221.67,-106.5,122,7,W,237,1,1,1
1836,away,64.0,-184.6,58.4,-4.92,-107.5,54.4,224.5,-107.5,96,-7,L,199,0,0,0
1837,home,36.0,164.0,41.6,4.92,-107.5,45.6,224.5,-107.5,103,7,W,199,1,0,1
1838,away,46.1,106.6,55.6,1.67,-106.17,58.1,220.58,-108.33,125,7,W,243,1,1,1
1839,home,53.9,-122.8,44.4,-1.67,-108.83,41.9,220.58,-106.67,118,-7,L,243,0,1,0
1840,away,44.2,383.0,49.0,9.33,-108.17,60.2,218.92,-106.67,118,-3,L,239,1,1,0
1841,home,55.8,-475.8,51.0,-9.33,-106.83,39.8,218.92,-108.33,121,3,W,239,0,1,1
1842,away,36.7,266.0,43.5,7.17,-105.67,43.4,224.92,-106.17,111,7,W,215,1,0,1
1843,home,63.3,-314.2,56.5,-7.17,-109.33,56.6,224.92,-108.83,104,-7,L,215,0,0,0
1844,away,42.7,151.8,45.7,4.25,-108.17,59.0,238.92,-110.0,108,4,W,212,1,0,1
1845,home,57.3,-169.0,54.3,-4.25,-107.67,41.0,238.92,-105.0,104,-4,L,212,0,0,0
1846,away,58.5,-70.4,56.3,0.0,-109.67,52.4,230.17,-108.67,168,7,W,329,1,1,1
1847,home,41.5,-65.6,43.7,0.0,-106.17,47.6,230.17,-106.33,161,-7,L,329,0,1,0
1848,away,45.1,129.6,52.3,2.67,-105.67,61.4,228.25,-107.5,123,11,W,235,1,1,1
1849,home,54.9,-146.2,47.7,-2.67,-109.33,38.6,228.25,-107.5,112,-11,L,235,0,1,0
1850,away,36.5,180.8,44.7,5.17,-106.17,57.4,229.25,-107.67,117,-2,L,236,1,1,0
1851,home,63.5,-208.0,55.3,-5.17,-108.83,42.6,229.25,-107.33,119,2,W,236,0,1,1
1852,away,47.3,422.4,51.3,9.92,-107.17,53.1,234.25,-108.17,96,-11,L,203,0,0,0
1853,home,52.7,-530.2,48.7,-9.92,-107.83,46.9,234.25,-106.83,107,11,W,203,1,0,1
1854,away,54.3,-181.5,58.2,-4.42,-107.17,49.1,238.6,-106.8,130,14,W,246,1,1,1
1855,home,45.7,163.0,41.8,4.42,-108.17,50.9,238.6,-107.2,116,-14,L,246,0,1,0
1856,away,43.7,138.2,42.3,3.08,-107.5,45.6,238.5,-108.33,116,7,W,225,1,0,1
1857,home,56.3,-155.0,57.7,-3.08,-107.5,54.4,238.5,-106.67,109,-7,L,225,0,0,0
1858,away,47.5,-225.8,55.6,-5.33,-109.5,48.8,239.42,-107.33,131,11,W,251,1,1,1
1859,home,52.5,194.0,44.4,5.33,-105.5,51.2,239.42,-107.83,120,-11,L,251,0,1,0
1860,away,100.0,-346.25,15.0,-7.67,-105.5,75.0,214.8,-106.6,129,36,W,222,1,1,1
1861,home,0.0,286.25,85.0,7.67,-109.5,25.0,214.8,-107.4,93,-36,L,222,0,1,0
1862,away,55.0,129.67,47.7,3.17,-107.67,46.1,209.25,-107.83,117,5,W,229,1,1,1
1863,home,45.0,-146.33,52.3,-3.17,-107.33,53.9,209.25,-107.17,112,-5,L,229,0,1,0
1864,away,54.9,112.0,54.0,2.33,-107.0,61.2,221.92,-109.17,88,-29,L,205,0,0,0
1865,home,45.1,-128.4,46.0,-2.33,-108.0,38.8,221.92,-105.83,117,29,W,205,1,0,1
1866,away,46.5,-199.8,51.6,-4.92,-109.33,59.8,238.0,-106.67,120,3,W,237,0,0,1
1867,home,53.5,175.6,48.4,4.92,-105.67,40.2,238.0,-108.33,117,-3,L,237,1,0,0
1868,away,43.4,178.75,45.5,4.75,-106.33,62.8,214.4,-108.0,111,30,W,192,1,0,1
1869,home,56.6,-201.5,54.5,-4.75,-109.83,37.2,214.4,-106.0,81,-30,L,192,0,0,0
1870,away,60.1,170.2,45.8,4.67,-105.67,49.1,229.08,-108.5,102,-14,L,218,0,0,0
1871,home,39.9,-193.0,54.2,-4.67,-109.33,50.9,229.08,-106.5,116,14,W,218,1,0,1
1872,away,61.4,797.5,47.5,13.58,-106.83,53.7,237.2,-106.8,120,8,W,232,1,0,1
1873,home,38.6,-1166.25,52.5,-13.58,-108.17,46.3,237.2,-107.2,112,-8,L,232,0,0,0
1874,away,67.8,-280.0,57.6,-6.8,-107.0,56.9,233.9,-106.6,109,-9,L,227,0,0,0
1875,home,32.2,246.33,42.4,6.8,-107.0,43.1,233.9,-107.4,118,9,W,227,1,0,1
1876,away,51.9,167.0,43.9,4.67,-108.83,51.9,223.58,-107.83,111,-4,L,226,1,1,0
1877,home,48.1,-188.8,56.1,-4.67,-107.67,48.1,223.58,-107.17,115,4,W,226,0,1,1
1878,away,59.2,-138.0,50.4,-2.75,-106.17,55.6,225.4,-109.0,118,10,W,226,1,1,1
1879,home,40.8,121.4,49.6,2.75,-108.83,44.4,225.4,-107.0,108,-10,L,226,0,1,0
1880,away,52.4,119.4,49.8,2.33,-106.17,53.0,226.0,-108.5,115,11,W,219,1,0,1
1881,home,47.6,-136.0,50.2,-2.33,-110.33,47.0,226.0,-106.5,104,-11,L,219,0,0,0
1882,away,64.0,154.6,59.0,3.92,-107.5,52.8,229.1,-106.8,123,5,W,241,1,1,1
1883,home,36.0,-172.0,41.0,-3.92,-107.5,47.2,229.1,-107.2,118,-5,L,241,0,1,0
1884,away,47.4,453.8,51.0,10.08,-107.83,51.8,227.0,-108.67,107,-21,L,235,0,1,0
1885,home,52.6,-583.4,49.0,-10.08,-107.17,48.2,227.0,-106.33,128,21,W,235,1,1,1
1886,away,60.5,-243.75,49.3,-6.08,-107.83,55.4,214.5,-107.2,93,-14,L,200,0,0,0
1887,home,39.5,211.25,50.7,6.08,-107.17,44.6,214.5,-108.8,107,14,W,200,1,0,1
1888,away,49.6,-129.2,48.1,-2.58,-109.5,55.9,218.08,-105.83,107,-5,L,219,0,1,0
1889,home,50.4,112.8,51.9,2.58,-105.5,44.1,218.08,-109.17,112,5,W,219,1,1,1
1890,away,59.4,-3.0,53.5,0.0,-107.67,42.9,240.42,-109.17,121,-14,L,256,0,1,0
1891,home,40.6,-114.5,46.5,0.0,-107.33,57.1,240.42,-105.83,135,14,W,256,1,1,1
1892,away,49.7,428.0,45.0,9.5,-107.8,47.9,218.2,-106.8,95,-4,L,194,1,0,0
1893,home,50.3,-542.0,55.0,-9.5,-106.2,52.1,218.2,-107.2,99,4,W,194,0,0,1
1894,away,53.5,198.0,49.5,5.33,-106.83,60.3,226.5,-106.83,88,-39,L,215,0,0,0
1895,home,46.5,-230.0,50.5,-5.33,-108.67,39.7,226.5,-108.17,127,39,W,215,1,0,1
1896,away,66.0,417.2,54.8,9.5,-107.5,52.4,222.33,-106.83,113,-1,L,227,1,1,0
1897,home,34.0,-519.4,45.2,-9.5,-107.5,47.6,222.33,-108.17,114,1,W,227,0,1,1
1898,away,45.0,106.4,42.9,1.08,-109.0,49.5,229.08,-107.83,103,-1,L,207,1,0,0
1899,home,55.0,-122.6,57.1,-1.08,-106.0,50.5,229.08,-107.17,104,1,W,207,0,0,1
1900,away,50.9,-1026.0,62.1,-13.33,-108.0,57.6,232.67,-106.33,105,-9,L,219,0,0,0
1901,home,49.1,739.0,37.9,13.33,-107.0,42.4,232.67,-108.67,114,9,W,219,1,0,1
1902,away,61.4,412.0,51.8,9.58,-106.5,48.1,230.92,-108.83,115,3,W,227,1,0,1
1903,home,38.6,-514.4,48.2,-9.58,-110.0,51.9,230.92,-106.17,112,-3,L,227,0,0,0
1904,away,55.4,493.4,46.8,11.25,-109.33,42.9,229.5,-107.0,108,-7,L,223,1,0,0
1905,home,44.6,-642.4,53.2,-11.25,-106.83,57.1,229.5,-107.0,115,7,W,223,0,0,1
1906,away,51.9,148.4,53.2,3.92,-108.0,46.3,236.5,-108.2,113,8,W,218,1,0,1
1907,home,48.1,-165.4,46.8,-3.92,-107.0,53.7,236.5,-105.8,105,-8,L,218,0,0,0
1908,away,50.9,239.6,57.4,6.83,-106.17,44.9,218.08,-106.5,96,-9,L,201,0,0,0
1909,home,49.1,-279.4,42.6,-6.83,-108.83,55.1,218.08,-108.5,105,9,W,201,1,0,1
1910,away,41.3,166.6,50.3,4.08,-106.0,51.3,221.83,-107.33,106,-8,L,220,0,0,0
1911,home,58.7,-188.6,49.7,-4.08,-109.0,48.7,221.83,-107.67,114,8,W,220,1,0,1
1912,away,51.0,140.8,50.1,3.67,-107.83,60.2,228.42,-108.33,107,12,W,202,1,0,1
1913,home,49.0,-158.0,49.9,-3.67,-107.17,39.8,228.42,-106.67,95,-12,L,202,0,0,0
1914,away,55.6,-226.6,53.0,-5.58,-107.33,50.0,215.3,-107.6,111,-9,L,231,0,1,0
1915,home,44.4,196.8,47.0,5.58,-107.67,50.0,215.3,-106.4,120,9,W,231,1,1,1
1916,away,64.4,-127.33,60.4,-1.08,-109.33,51.1,236.08,-109.17,120,-11,L,251,0,1,0
1917,home,35.6,113.33,39.6,1.08,-106.83,48.9,236.08,-105.83,131,11,W,251,1,1,1
1918,away,50.0,231.8,52.5,6.83,-105.33,47.4,228.25,-109.33,128,33,W,223,1,0,1
1919,home,50.0,-270.0,47.5,-6.83,-110.0,52.6,228.25,-105.67,95,-33,L,223,0,0,0
1920,away,54.0,134.6,45.1,3.0,-108.33,48.9,215.75,-110.0,91,7,W,175,1,0,1
1921,home,46.0,-151.4,54.9,-3.0,-107.0,51.1,215.75,-105.0,84,-7,L,175,0,0,0
1922,away,52.3,173.4,41.7,4.67,-105.83,61.8,223.5,-108.33,114,-17,L,245,0,1,0
1923,home,47.7,-197.2,58.3,-4.67,-109.17,38.2,223.5,-107.5,131,17,W,245,1,1,1
1924,away,50.6,184.0,45.8,5.17,-109.0,48.3,232.67,-107.33,123,-9,L,255,0,1,0
1925,home,49.4,-212.2,54.2,-5.17,-106.0,51.7,232.67,-107.67,132,9,W,255,1,1,1
1926,away,53.1,-220.6,47.2,-5.67,-107.5,59.8,234.0,-106.0,111,7,W,215,1,0,1
1927,home,46.9,191.2,52.8,5.67,-107.5,40.2,234.0,-110.0,104,-7,L,215,0,0,0
1928,away,39.1,390.4,48.5,9.5,-106.83,56.1,227.38,-107.0,107,-6,L,220,1,0,0
1929,home,60.9,-488.0,51.5,-9.5,-108.17,43.9,227.38,-108.0,113,6,W,220,0,0,1
1930,away,66.1,-172.4,55.3,-4.25,-107.0,58.8,229.33,-107.5,107,-1,L,215,0,0,0
1931,home,33.9,155.2,44.7,4.25,-108.0,41.2,229.33,-107.5,108,1,W,215,1,0,1
1932,away,59.3,-196.2,61.1,-4.5,-108.5,55.3,230.33,-110.33,114,10,W,218,1,0,1
1933,home,40.7,172.2,38.9,4.5,-107.67,44.7,230.33,-105.67,104,-10,L,218,0,0,0
1934,away,46.8,148.0,43.6,3.33,-107.5,55.5,226.5,-106.5,96,-11,L,203,0,0,0
1935,home,53.2,-165.2,56.4,-3.33,-107.5,44.5,226.5,-108.5,107,11,W,203,1,0,1
1936,away,45.3,-130.2,50.5,-2.0,-108.67,53.4,226.7,-108.6,111,2,W,220,0,0,1
1937,home,54.7,113.8,49.5,2.0,-106.33,46.6,226.7,-107.4,109,-2,L,220,0,0,0
1938,away,44.2,-209.8,55.1,-5.17,-108.17,58.9,230.6,-104.4,115,16,W,214,1,0,1
1939,home,55.8,181.6,44.9,5.17,-106.83,41.1,230.6,-109.8,99,-16,L,214,0,0,0
1940,away,56.3,392.0,53.9,10.17,-112.83,49.3,223.25,-107.0,98,-19,L,215,0,0,0
1941,home,43.7,-484.2,46.1,-10.17,-106.5,50.7,223.25,-110.33,117,19,W,215,1,0,1
1942,away,54.0,143.8,45.1,3.58,-106.67,43.4,233.0,-109.4,129,8,W,250,1,1,1
1943,home,46.0,-161.0,54.9,-3.58,-108.33,56.6,233.0,-106.6,121,-8,L,250,0,1,0
1944,away,100.0,158.5,48.2,4.25,-107.33,55.8,234.08,-106.67,111,-1,L,223,1,0,0
1945,home,0.0,-175.5,51.8,-4.25,-107.67,44.2,234.08,-108.33,112,1,W,223,0,0,1
1946,away,35.6,237.5,42.1,6.83,-106.83,61.8,214.25,-105.75,106,-5,L,217,1,1,0
1947,home,64.4,-274.25,57.9,-6.83,-108.17,38.2,214.25,-106.75,111,5,W,217,0,1,1
1948,away,34.2,329.4,50.7,8.92,-108.67,49.5,213.58,-108.0,110,-16,L,236,0,1,0
1949,home,65.8,-401.0,49.3,-8.92,-106.33,50.5,213.58,-107.0,126,16,W,236,1,1,1
1950,away,54.0,-162.8,59.3,-3.58,-108.17,66.7,218.08,-107.83,112,8,W,216,1,0,1
1951,home,46.0,145.6,40.7,3.58,-106.83,33.3,218.08,-107.17,104,-8,L,216,0,0,0
1952,away,50.3,282.2,45.4,7.58,-105.83,50.1,230.5,-107.83,91,-16,L,198,0,0,0
1953,home,49.7,-336.0,54.6,-7.58,-109.17,49.9,230.5,-107.17,107,16,W,198,1,0,1
1954,away,54.9,-199.2,50.7,-5.0,-110.5,40.5,209.42,-105.83,104,-10,L,218,0,1,0
1955,home,45.1,175.2,49.3,5.0,-105.67,59.5,209.42,-109.17,114,10,W,218,1,1,1
1956,away,44.1,-434.0,56.5,-8.5,-105.83,46.4,230.33,-107.17,127,23,W,231,1,1,1
1957,home,55.9,350.8,43.5,8.5,-109.17,53.6,230.33,-107.83,104,-23,L,231,0,1,0
1958,away,44.5,239.0,44.3,6.67,-107.67,55.1,234.67,-107.0,105,-17,L,227,0,0,0
1959,home,55.5,-280.4,55.7,-6.67,-108.83,44.9,234.67,-108.0,122,17,W,227,1,0,1
1960,away,52.0,112.0,48.9,1.92,-107.33,42.7,236.7,-106.8,110,-8,L,228,0,0,0
1961,home,48.0,-128.6,51.1,-1.92,-107.67,57.3,236.7,-107.2,118,8,W,228,1,0,1
1962,away,66.1,-220.0,55.2,-5.5,-108.0,45.1,225.6,-109.0,102,8,W,196,1,0,1
1963,home,33.9,193.25,44.8,5.5,-107.0,54.9,225.6,-107.0,94,-8,L,196,0,0,0
1964,away,54.5,-183.2,57.5,-4.33,-108.5,46.9,237.92,-109.0,114,2,W,226,0,0,1
1965,home,45.5,162.8,42.5,4.33,-106.5,53.1,237.92,-106.0,112,-2,L,226,1,0,0
1966,away,55.7,237.5,39.0,6.92,-104.83,40.2,242.3,-106.0,130,-5,L,265,1,1,0
1967,home,44.3,-275.0,61.0,-6.92,-110.17,59.8,242.3,-108.0,135,5,W,265,0,1,1
1968,away,59.5,-304.4,62.1,-7.33,-105.83,46.2,220.38,-108.0,120,13,W,227,1,1,1
1969,home,40.5,257.8,37.9,7.33,-109.17,53.8,220.38,-107.0,107,-13,L,227,0,1,0
1970,away,51.2,637.75,44.2,12.33,-109.17,54.5,227.5,-106.33,114,-17,L,245,0,1,0
1971,home,48.8,-879.25,55.8,-12.33,-105.83,45.5,227.5,-108.67,131,17,W,245,1,1,1
1972,away,52.6,646.25,45.2,12.33,-106.5,48.6,227.08,-108.0,120,-7,L,247,1,1,0
1973,home,47.4,-887.75,54.8,-12.33,-108.5,51.4,227.08,-107.0,127,7,W,247,0,1,1
1974,away,41.5,329.5,53.2,8.92,-110.33,46.8,214.58,-107.33,108,-23,L,239,0,1,0
1975,home,58.5,-412.5,46.8,-8.92,-106.83,53.2,214.58,-107.83,131,23,W,239,1,1,1
1976,away,52.3,114.0,48.7,1.42,-109.5,52.4,214.42,-107.33,125,21,W,229,1,1,1
1977,home,47.7,-132.0,51.3,-1.42,-105.5,47.6,214.42,-107.67,104,-21,L,229,0,1,0
1978,away,40.9,234.5,39.9,5.92,-106.5,48.0,218.25,-108.83,89,-17,L,195,0,0,0
1979,home,59.1,-278.0,60.1,-5.92,-108.5,52.0,218.25,-108.33,106,17,W,195,1,0,1
1980,away,42.6,105.0,39.8,1.5,-106.17,48.0,238.0,-105.83,116,-12,L,244,0,1,0
1981,home,57.4,-125.0,60.2,-1.5,-109.0,52.0,238.0,-109.17,128,12,W,244,1,1,1
1982,away,51.4,18.4,48.4,0.5,-107.17,54.4,208.17,-106.0,97,-8,L,202,0,0,0
1983,home,48.6,-114.4,51.6,-0.5,-107.83,45.6,208.17,-110.5,105,8,W,202,1,0,1
1984,away,58.7,-405.8,53.3,-8.33,-106.0,56.4,222.5,-107.67,94,1,W,187,0,0,1
1985,home,41.3,332.0,46.7,8.33,-109.0,43.6,222.5,-107.33,93,-1,L,187,1,0,0
1986,away,46.1,224.2,45.4,7.25,-107.0,49.7,223.75,-108.5,92,-11,L,195,0,0,0
1987,home,53.9,-261.6,54.6,-7.25,-108.0,50.3,223.75,-106.5,103,11,W,195,1,0,1
1988,away,55.1,-134.25,48.0,-2.08,-108.83,57.9,229.1,-108.2,114,-7,L,235,0,1,0
1989,home,44.9,116.75,52.0,2.08,-106.17,42.1,229.1,-105.8,121,7,W,235,1,1,1
1990,away,50.2,1367.5,50.0,17.0,-107.17,44.8,234.08,-105.83,115,4,W,226,1,0,1
1991,home,49.8,-2392.5,50.0,-17.0,-107.83,55.2,234.08,-109.17,111,-4,L,226,0,0,0
1992,away,59.2,-428.0,52.0,-8.92,-107.5,52.5,224.0,-109.0,101,-25,L,227,0,1,0
1993,home,40.8,350.8,48.0,8.92,-107.5,47.5,224.0,-106.8,126,25,W,227,1,1,1
1994,away,54.3,117.0,50.8,2.17,-105.83,43.1,240.38,-105.25,115,-6,L,236,0,0,0
1995,home,45.7,-133.6,49.2,-2.17,-109.17,56.9,240.38,-107.25,121,6,W,236,1,0,1
1996,away,50.3,114.0,54.1,2.1,-107.6,65.6,222.8,-109.0,75,-28,L,178,0,0,0
1997,home,49.7,-131.5,45.9,-2.1,-106.4,34.4,222.8,-105.2,103,28,W,178,1,0,1
1998,away,43.0,434.6,51.5,9.92,-108.0,48.0,223.0,-106.6,106,-12,L,224,0,1,0
1999,home,57.0,-554.4,48.5,-9.92,-107.0,52.0,223.0,-107.4,118,12,W,224,1,1,1
2000,away,54.7,143.2,48.0,3.58,-107.5,44.3,226.58,-108.0,98,9,W,187,1,0,1
2001,home,45.3,-160.4,52.0,-3.58,-107.67,55.7,226.58,-108.17,89,-9,L,187,0,0,0
2002,away,51.5,-127.75,58.7,-1.83,-106.33,57.6,227.3,-107.8,115,-25,L,255,0,1,0
2003,home,48.5,110.25,41.3,1.83,-108.67,42.4,227.3,-106.2,140,25,W,255,1,1,1
2004,away,59.4,532.5,43.1,11.0,-109.33,45.3,209.0,-108.83,98,-5,L,201,1,0,0
2005,home,40.6,-722.5,56.9,-11.0,-106.5,54.7,209.0,-106.17,103,5,W,201,0,0,1
2006,away,61.4,1029.0,43.9,14.92,-107.33,57.9,223.5,-108.0,99,-7,L,205,1,0,0
2007,home,38.6,-1558.75,56.1,-14.92,-108.5,42.1,223.5,-107.0,106,7,W,205,0,0,1
2008,away,54.0,-133.0,51.4,-2.0,-107.67,58.9,225.7,-108.6,123,16,W,230,1,1,1
2009,home,46.0,116.6,48.6,2.0,-107.67,41.1,225.7,-105.4,107,-16,L,230,0,1,0
2010,away,42.8,-590.2,56.4,-10.33,-106.0,42.5,237.0,-107.6,130,17,W,243,1,1,1
2011,home,57.2,458.4,43.6,10.33,-110.17,57.5,237.0,-106.4,113,-17,L,243,0,1,0
2012,away,56.6,-149.4,47.6,-3.75,-104.83,41.4,218.25,-106.67,112,7,W,217,1,0,1
2013,home,43.4,132.6,52.4,3.75,-110.17,58.6,218.25,-108.33,105,-7,L,217,0,0,0
2014,away,51.6,453.75,42.1,9.92,-105.67,58.1,227.25,-104.67,107,-26,L,240,0,1,0
2015,home,48.4,-583.0,57.9,-9.92,-110.83,41.9,227.25,-110.33,133,26,W,240,1,1,1
2016,away,50.6,-177.0,56.1,-3.5,-109.67,57.4,231.92,-106.17,125,21,W,229,1,0,1
2017,home,49.4,160.0,43.9,3.5,-105.67,42.6,231.92,-108.83,104,-21,L,229,0,0,0
2018,away,51.4,116.6,50.7,2.08,-108.0,52.0,208.4,-106.8,74,-34,L,182,0,0,0
2019,home,48.6,-133.0,49.3,-2.08,-107.0,48.0,208.4,-107.2,108,34,W,182,1,0,1
2020,away,48.9,108.8,54.0,2.08,-109.0,66.5,226.1,-105.0,90,-10,L,190,0,0,0
2021,home,51.1,-125.0,46.0,-2.08,-106.0,33.5,226.1,-109.0,100,10,W,190,1,0,1
2022,away,43.1,-112.6,58.0,-0.7,-107.0,59.4,223.33,-108.0,111,-21,L,243,0,1,0
2023,home,56.9,-63.4,42.0,0.7,-107.0,40.6,223.33,-107.0,132,21,W,243,1,1,1
2024,away,47.3,246.4,55.2,7.08,-106.83,52.6,232.0,-107.5,96,-12,L,204,0,0,0
2025,home,52.7,-289.0,44.8,-7.08,-108.17,47.4,232.0,-107.5,108,12,W,204,1,0,1
2026,away,57.6,156.2,43.7,4.0,-107.0,53.2,228.58,-108.33,106,2,W,210,1,0,1
2027,home,42.4,-174.8,56.3,-4.0,-109.17,46.8,228.58,-106.67,104,-2,L,210,0,0,0
2028,away,47.0,-382.8,58.0,-8.33,-107.0,44.8,220.2,-108.0,114,17,W,211,1,0,1
2029,home,53.0,317.6,42.0,8.33,-108.0,55.2,220.2,-106.0,97,-17,L,211,0,0,0
2030,away,54.8,-3.25,46.0,0.83,-108.67,33.6,217.9,-106.0,106,-2,L,214,0,0,0
2031,home,45.2,-114.25,54.0,-0.83,-107.17,66.4,217.9,-108.0,108,2,W,214,1,0,1
2032,away,55.2,313.75,43.6,8.25,-106.67,59.4,212.7,-106.8,91,-29,L,211,0,0,0
2033,home,44.8,-385.5,56.4,-8.25,-108.33,40.6,212.7,-107.2,120,29,W,211,1,0,1
2034,away,53.9,289.0,44.2,8.0,-107.5,47.0,228.0,-108.5,120,-6,L,246,1,1,0
2035,home,46.1,-346.0,55.8,-8.0,-107.5,53.0,228.0,-106.5,126,6,W,246,0,1,1
2036,away,59.7,253.75,46.7,7.42,-106.0,47.8,230.5,-107.5,98,-13,L,209,0,0,0
2037,home,40.3,-301.25,53.3,-7.42,-109.0,52.2,230.5,-107.5,111,13,W,209,1,0,1
2038,away,56.4,330.0,53.6,8.8,-107.2,49.7,220.6,-109.2,100,-20,L,220,0,0,0
2039,home,43.6,-389.75,46.4,-8.8,-106.8,50.3,220.6,-106.8,120,20,W,220,1,0,1
2040,away,56.4,537.5,35.9,11.33,-107.5,56.8,220.9,-107.6,99,-1,L,199,1,0,0
2041,home,43.6,-717.0,64.1,-11.33,-107.5,43.2,220.9,-106.4,100,1,W,199,0,0,1
2042,away,66.4,684.0,49.3,12.3,-107.6,52.5,216.25,-106.17,97,-14,L,208,0,0,0
2043,home,33.6,-949.0,50.7,-12.3,-106.4,47.5,216.25,-108.83,111,14,W,208,1,0,1
2044,away,48.5,467.4,40.8,10.5,-106.17,53.5,232.83,-107.67,114,-9,L,237,1,1,0
2045,home,51.5,-607.0,59.2,-10.5,-109.17,46.5,232.83,-107.5,123,9,W,237,0,1,1
2046,away,48.9,134.2,38.8,2.75,-103.75,57.4,233.1,-105.8,116,6,W,226,1,0,1
2047,home,51.1,-151.0,61.2,-2.75,-108.75,42.6,233.1,-108.2,110,-6,L,226,0,0,0
2048,away,43.4,-214.0,57.7,-5.25,-104.83,44.6,220.17,-107.0,113,15,W,211,1,0,1
2049,home,56.6,186.8,42.3,5.25,-110.17,55.4,220.17,-107.33,98,-15,L,211,0,0,0
2050,away,56.1,680.0,49.1,12.58,-105.33,62.0,225.8,-106.8,102,-6,L,210,1,0,0
2051,home,43.9,-941.0,50.9,-12.58,-110.5,38.0,225.8,-107.2,108,6,W,210,0,0,1
2052,away,40.0,-429.8,55.1,-8.67,-109.17,48.2,232.92,-107.83,122,12,W,232,1,0,1
2053,home,60.0,352.2,44.9,8.67,-105.83,51.8,232.92,-107.17,110,-12,L,232,0,0,0
2054,away,53.8,785.8,43.9,13.33,-108.0,48.1,214.08,-107.0,83,-26,L,192,0,0,0
2055,home,46.2,-1112.0,56.1,-13.33,-107.83,51.9,214.08,-108.0,109,26,W,192,1,0,1
2056,away,50.0,333.4,44.0,8.9,-110.6,57.3,229.6,-109.2,121,-7,L,249,1,1,0
2057,home,50.0,-406.6,56.0,-8.9,-104.6,42.7,229.6,-108.2,128,7,W,249,0,1,1
2058,away,43.0,474.0,51.1,10.58,-106.17,46.5,233.0,-109.33,120,-9,L,249,1,1,0
2059,home,57.0,-613.0,48.9,-10.58,-109.67,53.5,233.0,-105.67,129,9,W,249,0,1,1
2060,away,49.3,105.8,42.6,1.83,-107.17,57.8,224.75,-106.5,128,-7,L,263,0,1,0
2061,home,50.7,-122.0,57.4,-1.83,-107.83,42.2,224.75,-108.5,135,7,W,263,1,1,1
2062,away,42.6,167.4,37.0,3.92,-104.5,51.9,234.42,-108.83,138,2,W,274,1,1,1
2063,home,57.4,-190.2,63.0,-3.92,-110.5,48.1,234.42,-106.17,136,-2,L,274,0,1,0
2064,away,51.8,182.6,53.9,5.7,-107.4,53.9,216.67,-109.0,116,-5,L,237,1,1,0
2065,home,48.2,-209.0,46.1,-5.7,-106.6,46.1,216.67,-106.0,121,5,W,237,0,1,1
2066,away,59.3,66.2,50.8,1.83,-108.83,47.2,229.08,-105.67,110,22,W,198,1,0,1
2067,home,40.7,-122.6,49.2,-1.83,-106.17,52.8,229.08,-109.33,88,-22,L,198,0,0,0
2068,away,41.2,123.6,40.4,2.58,-108.17,54.8,223.58,-106.83,103,-5,L,211,0,0,0
2069,home,58.8,-140.2,59.6,-2.58,-106.83,45.2,223.58,-108.83,108,5,W,211,1,0,1
2070,away,54.4,234.2,51.5,6.8,-107.4,50.2,214.2,-108.2,100,-2,L,202,1,0,0
2071,home,45.6,-273.0,48.5,-6.8,-107.6,49.8,214.2,-107.8,102,2,W,202,0,0,1
2072,away,58.3,337.0,61.3,8.75,-106.5,38.6,219.0,-106.5,98,-16,L,212,0,0,0
2073,home,41.7,-410.4,38.7,-8.75,-108.5,61.4,219.0,-108.5,114,16,W,212,1,0,1
2074,away,55.1,-208.4,57.8,-5.0,-108.83,52.5,220.25,-109.17,123,-1,L,247,0,1,0
2075,home,44.9,182.2,42.2,5.0,-106.17,47.5,220.25,-105.83,124,1,W,247,1,1,1
2076,away,58.9,204.2,53.5,6.0,-106.67,45.7,230.0,-105.33,130,5,W,255,1,1,1
2077,home,41.1,-235.8,46.5,-6.0,-108.33,54.3,230.0,-110.33,125,-5,L,255,0,1,0
2078,away,60.5,-62.8,60.1,0.75,-109.67,49.6,215.33,-107.0,107,-3,L,217,0,1,0
2079,home,39.5,-113.2,39.9,-0.75,-106.17,50.4,215.33,-108.83,110,3,W,217,1,1,1
2080,away,32.2,140.0,43.1,3.25,-104.83,43.7,210.83,-106.0,75,-18,L,168,0,0,0
2081,home,67.8,-157.0,56.9,-3.25,-111.33,56.3,210.83,-109.0,93,18,W,168,1,0,1
2082,away,52.1,322.2,46.5,8.67,-106.33,54.1,225.0,-107.83,91,-10,L,192,0,0,0
2083,home,47.9,-388.4,53.5,-8.67,-110.17,45.9,225.0,-107.17,101,10,W,192,1,0,1
2084,away,35.8,238.2,44.6,6.58,-107.83,44.3,231.1,-108.0,102,-27,L,231,0,0,0
2085,home,64.2,-277.0,55.4,-6.58,-107.17,55.7,231.1,-106.2,129,27,W,231,1,0,1
2086,away,39.0,420.8,43.6,9.33,-107.33,57.1,224.92,-106.33,102,-15,L,219,0,0,0
